paper_id,publication_date,year_month,field,subfield,num_authors,institutions_distinct_count,countries_distinct_count,type,language,n_references,n_references_resolved,n_distinct_fields_cited,within_field_share,citation_hhi,other_field_share,surprise_kl,surprise_entropy,propensity_ratio,propensity_binary,post_4o,treatment,field_time,log_surprise
https://openalex.org/W3155110520,2021-03-01,2021-03,Arts and Humanities,Language and Linguistics,1,1,0,article,en,12,12,2,0.416667,0.513889,0.583333,0.462066,0.679198,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.7720453767699988
https://openalex.org/W3129680515,2021-03-15,2021-03,Arts and Humanities,Archeology,18,18,4,article,en,59,56,10,0.696429,0.498087,0.303571,0.452034,1.241805,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.793995668519416
https://openalex.org/W3135674417,2021-03-04,2021-03,Arts and Humanities,Philosophy,1,1,1,article,en,23,20,3,0.85,0.735,0.15,0.584278,0.518191,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.5373766705091728
https://openalex.org/W3166615579,2021-03-30,2021-03,Arts and Humanities,Literature and Literary Theory,2,2,2,article,en,49,45,5,0.577778,0.447901,0.422222,0.229383,0.990721,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.4723578238858348
https://openalex.org/W3140710135,2021-03-29,2021-03,Arts and Humanities,Archeology,1,1,1,article,en,23,22,2,0.909091,0.834711,0.090909,0.505826,0.304641,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.6815605653880573
https://openalex.org/W3139426389,2021-03-16,2021-03,Arts and Humanities,Visual Arts and Performing Arts,1,1,0,article,en,38,37,5,0.027027,0.420015,0.972973,2.269693,1.052941,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,0.8196450206446227
https://openalex.org/W3136987208,2021-03-19,2021-03,Arts and Humanities,History,4,4,1,article,en,39,35,6,0.657143,0.467755,0.342857,0.565217,1.106531,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.5705437815451159
https://openalex.org/W3152691075,2021-03-01,2021-03,Arts and Humanities,History,1,1,1,article,en,23,23,3,0.826087,0.701323,0.173913,0.438295,0.559839,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.8248607977683078
https://openalex.org/W3152821498,2021-03-01,2021-03,Arts and Humanities,Music,1,1,1,article,en,27,26,3,0.269231,0.346154,0.730769,0.506494,1.07988,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.6802408270104361
https://openalex.org/W4245048059,2021-03-22,2021-03,Arts and Humanities,Philosophy,1,1,1,article,en,10,10,3,0.6,0.46,0.4,0.45757,0.89795,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.7818232150506479
https://openalex.org/W3137545021,2021-03-24,2021-03,Arts and Humanities,Music,2,2,1,article,en,33,33,5,0.454545,0.415978,0.545455,0.36313,1.034648,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.0129916282766682
https://openalex.org/W3134128544,2021-03-11,2021-03,Arts and Humanities,Conservation,5,5,1,article,en,31,31,5,0.354839,0.348595,0.645161,1.424634,1.212416,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,0.3539156405601942
https://openalex.org/W3142207171,2021-03-25,2021-03,Arts and Humanities,Museology,2,2,1,article,en,55,55,6,0.381818,0.26281,0.618182,0.72896,1.475791,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.31613504634693157
https://openalex.org/W3137282374,2021-03-01,2021-03,Arts and Humanities,Visual Arts and Performing Arts,1,1,1,article,en,3,3,1,1.0,1.0,0.0,0.749391,5e-06,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.28849306788636253
https://openalex.org/W3136282134,2021-03-14,2021-03,Arts and Humanities,Language and Linguistics,1,1,1,article,en,45,45,5,0.533333,0.445926,0.466667,0.251922,0.955556,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.3786317937178798
https://openalex.org/W3138162671,2021-03-19,2021-03,Arts and Humanities,Language and Linguistics,1,1,1,article,en,20,20,4,0.75,0.59,0.25,0.412855,0.799907,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.8846564151008939
https://openalex.org/W3133694563,2021-03-06,2021-03,Arts and Humanities,Religious studies,1,1,2,article,en,22,22,2,0.727273,0.603306,0.272727,0.34665,0.585957,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.0594367688437238
https://openalex.org/W3134607347,2021-03-09,2021-03,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,62,57,11,0.385965,0.242228,0.614035,1.064245,1.733296,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,0.062266567203675044
https://openalex.org/W3138403689,2021-03-11,2021-03,Arts and Humanities,Language and Linguistics,1,1,1,article,en,7,4,2,0.75,0.625,0.25,0.355,0.56234,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.0356346726092804
https://openalex.org/W3172494027,2021-03-16,2021-03,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,24,16,3,0.375,0.34375,0.625,0.368233,1.0822,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.9990366733273813
https://openalex.org/W3134570119,2021-03-05,2021-03,Arts and Humanities,Language and Linguistics,1,1,1,article,en,50,47,4,0.680851,0.498416,0.319149,0.289475,0.972567,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-1.2396828869600152
https://openalex.org/W3215154816,2021-03-24,2021-03,Arts and Humanities,Language and Linguistics,1,1,0,article,en,13,13,4,0.384615,0.301775,0.615385,0.389445,1.265861,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.9430300625637773
https://openalex.org/W3134234052,2021-03-04,2021-03,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,3,3,2,0.666667,0.555556,0.333333,1.496122,0.636519,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,0.4028770954238049
https://openalex.org/W3137558731,2021-03-14,2021-03,Arts and Humanities,Religious studies,1,1,1,article,en,25,21,3,0.380952,0.473923,0.619048,0.498837,0.832412,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.6954738852392077
https://openalex.org/W3139270778,2021-03-01,2021-03,Arts and Humanities,History,7,7,1,article,en,19,16,4,0.5625,0.421875,0.4375,0.937384,1.033705,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.06466119532840868
https://openalex.org/W3134828248,2021-03-06,2021-03,Arts and Humanities,Language and Linguistics,1,1,0,article,en,24,22,5,0.818182,0.677686,0.181818,0.649688,0.726197,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.43126149213016135
https://openalex.org/W3137783725,2021-03-01,2021-03,Arts and Humanities,Language and Linguistics,1,1,1,article,en,39,34,5,0.705882,0.527682,0.294118,0.430826,0.964804,0.1894,0.0974,0,0.0,Arts and Humanities_2021-03,-0.8420486615691352
https://openalex.org/W3151715637,2021-04-01,2021-04,Arts and Humanities,Archeology,9,9,3,article,en,35,34,9,0.029412,0.247405,0.970588,1.986793,1.715766,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,0.6865222843149501
https://openalex.org/W3174428258,2021-04-01,2021-04,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,4,3,3,0.333333,0.333333,0.666667,1.405765,1.098617,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,0.3405823499500502
https://openalex.org/W3175678904,2021-04-01,2021-04,Arts and Humanities,Museology,1,1,1,article,en,13,11,3,0.454545,0.421488,0.545455,0.354115,0.934774,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-1.0381307359090939
https://openalex.org/W3155823482,2021-04-19,2021-04,Arts and Humanities,Literature and Literary Theory,2,2,1,article,en,95,95,10,0.2,0.174737,0.8,0.856587,1.893637,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-0.1547982227712774
https://openalex.org/W3166452845,2021-04-23,2021-04,Arts and Humanities,Language and Linguistics,2,2,1,article,en,19,16,3,0.875,0.773438,0.125,0.488936,0.463418,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-0.7155216321629518
https://openalex.org/W3156060022,2021-04-13,2021-04,Arts and Humanities,Music,1,1,1,article,en,18,17,4,0.117647,0.363322,0.882353,1.477714,1.140724,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,0.39049697578612924
https://openalex.org/W3153977119,2021-04-20,2021-04,Arts and Humanities,Archeology,8,8,2,article,en,98,88,11,0.534091,0.331353,0.465909,0.480097,1.548788,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-0.7337650292527114
https://openalex.org/W3157698983,2021-04-27,2021-04,Arts and Humanities,Language and Linguistics,1,1,1,article,en,70,69,6,0.565217,0.424911,0.434783,0.521269,1.089904,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-0.6514871373006524
https://openalex.org/W3152207792,2021-04-07,2021-04,Arts and Humanities,Language and Linguistics,1,1,1,article,en,43,33,4,0.575758,0.421488,0.424242,0.537943,1.03395,0.1894,0.0974,0,0.0,Arts and Humanities_2021-04,-0.6200008134573423
